Código,destino,origem,distancia,peso
2608,RJ,SP,331,25
2801,RJ,SP,331,25
2802,RJ,SP,331,25
2995,RJ,SP,331,25
2996,RJ,SP,331,25
286,RJ,RJ,304,25
252,SP,SP,303,25
810,RJ,SP,297,25
728,RJ,SP,297,25
646,RJ,SP,297,25
640,RJ,SP,297,25
634,RJ,SP,297,25
261,RJ,SP,297,25
260,RJ,SP,297,25
589,MG,MG,291,25
2606,RJ,SP,284,25
2800,RJ,SP,284,25
2994,RJ,SP,284,25
1697,RJ,SP,271,25
1695,RJ,SP,271,25
1690,RJ,SP,271,25
287,RJ,SP,271,25
1488,RJ,SP,256,25
1364,RJ,SP,256,25
1922,RJ,SP,251,25
1921,RJ,SP,251,25
1920,RJ,SP,251,25
1919,RJ,SP,251,25
1583,SP,SP,246,25
1490,RJ,SP,243,25
1489,RJ,SP,243,25
1366,RJ,SP,243,25
1365,RJ,SP,243,25
2237,SP,SP,189,25
1927,SP,SP,188,25
1190,SP,SP,178,25
1837,SP,SP,162,25
2592,RJ,RJ,129,25
2786,RJ,RJ,129,25
2980,RJ,RJ,129,25
1923,RJ,RJ,129,25
2636,RJ,RJ,125,25
2830,RJ,RJ,125,25
3024,RJ,RJ,125,25
3162,RJ,RJ,125,25
571,SP,SP,102,25
1646,BA,BA,91,25
1642,BA,BA,91,25
256,BA,BA,91,25
2567,SP,SP,64,25
2570,SP,SP,64,25
2597,SP,SP,64,25
2791,SP,SP,64,25
2985,SP,SP,64,25
2326,SP,SP,62,25
1599,SP,SP,31,25
564,SP,SP,31,25
547,SP,SP,12,25
333,SP,SP,12,25
1736,RN,MT,3.565,25
1609,RN,MT,3.565,25
1462,RN,MT,3.565,25
1343,RN,MT,3.565,25
1737,RN,MT,3.333,25
1607,RN,MT,3.333,25
1463,RN,MT,3.333,25
1416,RN,MT,3.333,25
1344,RN,MT,3.333,25
1731,RN,GO,2.976,25
1602,RN,GO,2.976,25
1457,RN,GO,2.976,25
1411,RN,GO,2.976,25
1584,SP,CE,2.907,25
1733,RN,GO,2.869,25
1603,RN,GO,2.869,25
1459,RN,GO,2.869,25
1413,RN,GO,2.869,25
1340,RN,GO,2.869,25
1867,SP,PA,2.803,25
2548,SP,PB,2.678,25
1982,SP,PB,2.678,25
1729,RN,GO,2.351,25
1601,RN,GO,2.351,25
1455,RN,GO,2.351,25
1453,RN,GO,2.351,25
1409,RN,GO,2.351,25
1338,RN,GO,2.351,25
1742,RN,PA,1.877,25
1615,RN,PA,1.877,25
1469,RN,PA,1.877,25
1422,RN,PA,1.877,25
1350,RN,PA,1.877,25
495,GO,MG,1.304,25
1586,SP,RS,1.093,25
1235,SP,RS,1.093,25
178,GO,RJ,1.093,25
2279,RJ,DF,1.072,25
1106,PR,MG,1.043,25
1057,PR,MG,1.043,25
2555,SP,RJ,387,25.5
2195,SP,SP,132,25.8
2456,SP,PR,560,26
2291,MG,PR,505,26
2288,PR,MG,502,26
1692,RJ,SP,432,26
2571,SP,SP,397,26
1953,SP,SP,397,26
2569,SP,SP,392,26
1956,SP,SP,392,26
166,SP,SP,392,26
1679,RJ,SP,337,26
2574,SP,SP,312,26
1948,SP,SP,312,26
909,SP,SP,14,26
878,SP,SP,14,26
796,SP,SP,14,26
714,SP,SP,14,26
1593,SP,RS,1.101,26
1233,SP,RS,1.101,26
609,SP,MG,474,26.5
160,PR,MG,970,27
143,PR,MG,970,27
2184,SC,SP,745,27
2437,SC,SP,745,27
2585,SC,SP,745,27
2631,SC,SP,745,27
2652,SC,SP,745,27
2779,SC,SP,745,27
2825,SC,SP,745,27
2846,SC,SP,745,27
2973,SC,SP,745,27
3019,SC,SP,745,27
3040,SC,SP,745,27
3157,SC,SP,745,27
3178,SC,SP,745,27
896,PR,SP,680,27
865,PR,SP,680,27
783,PR,SP,680,27
701,PR,SP,680,27
2160,GO,DF,604,27
1585,SP,PR,494,27
322,SP,SP,407,27
2306,MG,MG,241,27
1449,SP,SP,228,27
1405,SP,SP,228,27
1334,SP,SP,228,27
2214,SC,PA,3.273,27
1249,PE,SP,2.634,27
1687,SP,PA,2.326,27
1238,SP,PA,2.326,27
308,SP,PA,2.326,27
1728,SP,PR,346,27.5
559,SP,SP,236,27.5
2448,SP,SP,171,27.5
1663,SP,MG,101,27.5
1876,MG,RJ,595,28
2525,SP,SP,330,28
1988,SP,SP,330,28
1958,SP,SP,330,28
1822,RJ,SP,271,28
2245,SP,SP,128,28
530,SP,BA,1.886,28
2528,SP,RS,1.168,28
1857,SP,SP,377,28.1
1287,SP,SP,377,28.1
2257,SC,SC,107,28.5
169,RJ,SP,715,29
1893,SP,SP,185,29
2200,SP,SP,384,29.1
1858,SP,SP,595,29.6
2440,SP,GO,1.239,29.9
118,PR,RJ,998,30
79,PR,RJ,977,30
95,PR,RJ,943,30
17,PR,MG,906,30
2599,SP,DF,891,30
2793,SP,DF,891,30
2987,SP,DF,891,30
1673,SP,DF,890,30
1671,SP,DF,890,30
1670,SP,DF,890,30
1669,SP,DF,890,30
1668,SP,DF,890,30
19,PR,RJ,883,30
115,PR,RJ,853,30
94,PR,RJ,853,30
102,PR,RJ,835,30
1722,SP,RJ,832,30
1441,SP,RJ,832,30
1397,SP,RJ,832,30
1326,SP,RJ,832,30
104,PR,RJ,819,30
105,PR,RJ,810,30
107,PR,RJ,806,30
103,PR,RJ,799,30
1762,SP,PR,786,30
1749,SP,PR,786,30
70,PR,SP,738,30
26,PR,RS,727,30
2593,RJ,SP,715,30
2787,RJ,SP,715,30
2981,RJ,SP,715,30
1917,RJ,SP,715,30
77,PR,MG,705,30
24,PR,RS,697,30
27,PR,RS,679,30
71,PR,SP,677,30
69,PR,SP,655,30
68,PR,SP,646,30
78,PR,MG,609,30
285,RJ,ES,587,30
73,PR,SP,579,30
40,PR,SP,552,30
72,PR,SP,538,30
2621,MG,RJ,526,30
2622,MG,RJ,526,30
2624,MG,RJ,526,30
2625,MG,RJ,526,30
2626,MG,RJ,526,30
2815,MG,RJ,526,30
2816,MG,RJ,526,30
2818,MG,RJ,526,30
2819,MG,RJ,526,30
2820,MG,RJ,526,30
3009,MG,RJ,526,30
3010,MG,RJ,526,30
3012,MG,RJ,526,30
3013,MG,RJ,526,30
3014,MG,RJ,526,30
337,MS,SP,524,30
75,PR,SP,519,30
39,PR,SP,490,30
37,PR,SP,488,30
14,PR,SP,460,30
109,PR,SP,433,30
4,PR,SP,428,30
300,SP,PR,427,30
114,PR,SP,424,30
111,PR,SP,420,30
29,PR,SP,420,30
85,PR,SP,413,30
1451,RJ,SP,407,30
1407,RJ,SP,407,30
1336,RJ,SP,407,30
110,PR,SP,407,30
7,PR,SP,407,30
1032,RJ,SP,243,30
1684,SP,SP,174,30
2445,SP,SP,171,30
545,SP,SP,158,30
1710,RJ,RJ,107,30
1709,RJ,RJ,107,30
1278,SP,SP,107,30
1714,RJ,RJ,74,30
1713,RJ,RJ,74,30
1712,RJ,RJ,74,30
2453,SP,SP,44,30
307,SP,SP,12,30
113,PR,PA,3.509,30
101,PR,PA,3.345,30
124,PR,MA,3.326,30
10,PR,MA,3.326,30
12,PR,MA,3.307,30
51,PR,PA,3.284,30
89,PR,MA,3.211,30
30,PR,MA,3.198,30
34,PR,MA,3.19,30
32,PR,MA,3.179,30
90,PR,MA,3.167,30
92,PR,MA,3.161,30
25,PR,PA,3.151,30
93,PR,MA,3.15,30
43,PR,PA,3.146,30
91,PR,MA,3.14,30
48,PR,PA,3.136,30
55,PR,PB,3.135,30
58,PR,PB,3.126,30
33,PR,MA,3.12,30
46,PR,PA,3.112,30
119,PR,PA,3.096,30
5,PR,PA,3.094,30
44,PR,PA,3.082,30
28,PR,PA,3.078,30
99,PR,MA,3.054,30
61,PR,PB,3.05,30
42,PR,PA,3.047,30
59,PR,PB,3.028,30
31,PR,MA,3.017,30
100,PR,MA,3.015,30
96,PR,MA,3.015,30
60,PR,PB,2.924,30
54,PR,PB,2.89,30
57,PR,PB,2.885,30
1098,SP,PA,2.839,30
1049,SP,PA,2.839,30
56,PR,PB,2.833,30
18,PR,MA,2.734,30
20,PR,MA,2.654,30
81,PR,BA,2.588,30
66,PR,SE,2.579,30
67,PR,SE,2.533,30
98,PR,BA,2.351,30
35,PR,MT,2.337,30
84,PR,BA,2.335,30
269,SP,PA,2.314,30
268,SP,PA,2.314,30
97,PR,BA,2.311,30
86,PR,BA,2.311,30
38,PR,MT,2.303,30
106,PR,BA,2.293,30
88,PR,BA,2.293,30
108,PR,BA,2.273,30
1711,MG,PB,2.263,30
1435,MG,PB,2.263,30
6,PR,BA,2.263,30
83,PR,BA,2.259,30
36,PR,BA,2.225,30
52,PR,BA,2.218,30
53,PR,BA,2.175,30
9,PR,BA,2.029,30
63,PR,BA,2.027,30
41,PR,BA,1.979,30
50,PR,BA,1.89,30
1497,SP,BA,1.886,30
1374,SP,BA,1.886,30
49,PR,BA,1.867,30
62,PR,BA,1.818,30
65,PR,BA,1.797,30
122,PR,BA,1.78,30
64,PR,BA,1.769,30
8,PR,BA,1.736,30
82,PR,BA,1.71,30
112,PR,BA,1.653,30
15,PR,BA,1.64,30
16,PR,BA,1.61,30
80,PR,MG,1.595,30
198,MT,MG,1.536,30
120,PR,ES,1.429,30
76,PR,GO,1.361,30
74,PR,GO,1.359,30
1,PR,ES,1.355,30
123,PR,DF,1.33,30
121,PR,ES,1.304,30
47,PR,ES,1.254,30
45,PR,ES,1.232,30
1589,SP,ES,1.198,30
1439,SP,ES,1.198,30
1324,SP,ES,1.198,30
23,PR,MG,1.104,30
0,PR,MG,1.1,30
2,PR,MG,1.096,30
3,PR,MG,1.095,30
116,PR,RJ,1.068,30
87,PR,RJ,1.06,30
21,PR,MG,1.06,30
117,PR,RJ,1.059,30
13,PR,RJ,1.037,30
22,PR,MG,1.034,30
11,PR,RJ,1.012,30
2203,SP,SP,384,30.1
2689,SP,SP,365,30.1
2883,SP,SP,365,30.1
3077,SP,SP,365,30.1
3215,SP,SP,365,30.1
2247,SP,SP,128,30.1
1908,SP,ES,954,31
2666,PR,RS,745,31
2860,PR,RS,745,31
3054,PR,RS,745,31
3192,PR,RS,745,31
2244,SP,SP,128,31.2
2575,SP,DF,892,32
2769,SP,DF,892,32
2963,SP,DF,892,32
2590,ES,SP,749,32
2784,ES,SP,749,32
2978,ES,SP,749,32
1928,ES,SP,749,32
2423,PE,CE,709,32
2457,SP,PR,560,32
2449,SP,SP,531,32
2450,SP,SP,531,32
2451,SP,SP,531,32
1815,MG,SP,520,32
1813,MG,SP,520,32
1566,MG,SP,520,32
2455,SP,SP,469,32
2293,SP,MG,381,32
1778,SP,PR,327,32
1088,RJ,RJ,313,32
1039,RJ,RJ,313,32
2074,SP,SP,113,32
191,SP,SP,94,32
190,SP,SP,92,32
2454,SP,SP,79,32
2653,PB,SC,3.499,32
2847,PB,SC,3.499,32
3041,PB,SC,3.499,32
3179,PB,SC,3.499,32
1248,PE,SP,2.68,32
192,SP,PE,2.608,32
1900,RN,MG,2.154,32
1878,RJ,MT,1.936,32
187,SP,BA,1.934,32
188,SP,BA,1.818,32
189,SP,BA,1.621,32
193,SP,RS,1.245,32
194,SP,RS,1.098,32
1727,SP,PR,786,32.1
2693,SP,MS,562,32.1
2887,SP,MS,562,32.1
3081,SP,MS,562,32.1
3219,SP,MS,562,32.1
1726,SP,PR,786,32.5
1771,MG,MG,708,33
1667,MG,MG,708,33
1672,MG,PR,627,33
1282,MG,PR,627,33
1918,PE,PA,2.045,33
1563,PR,MG,1.222,33
1598,SP,RS,1.069,33
1768,MG,ES,1.062,33
1755,MG,ES,1.062,33
1661,MG,ES,1.062,33
2197,SP,SP,89,33.2
2669,SP,RS,1.165,33.5
2863,SP,RS,1.165,33.5
3057,SP,RS,1.165,33.5
3195,SP,RS,1.165,33.5
2670,SP,RS,1.095,33.5
2864,SP,RS,1.095,33.5
3058,SP,RS,1.095,33.5
3196,SP,RS,1.095,33.5
2059,SP,PR,718,35
2070,PR,RS,675,35
2060,SP,PR,668,35
2071,PR,SP,587,35
2387,PR,PR,502,35
2061,PR,SP,493,35
2349,MG,MG,458,35
2058,SP,PR,452,35
399,PR,SP,408,35
2073,PR,SC,405,35
2066,PR,SP,398,35
2063,PR,SP,395,35
2067,PR,SP,393,35
2346,MG,GO,382,35
2069,PR,SC,321,35
2057,SP,SP,320,35
2348,MG,MG,285,35
572,SC,PR,255,35
2667,PR,PR,140,35
2075,PR,PR,138,35
2076,PR,PR,107,35
2422,PE,GO,2.364,35
1247,PE,ES,1.901,35
392,SP,MT,1.6,35
2254,SP,MS,948,37
2048,PR,PR,238,37
2052,PR,PR,238,37
2632,PR,PR,238,37
2826,PR,PR,238,37
3020,PR,PR,238,37
3158,PR,PR,238,37
824,PR,PR,238,37
742,PR,PR,238,37
660,PR,PR,238,37
157,PR,PR,238,37
140,PR,PR,238,37
2054,PR,PR,185,37
2668,PR,PR,185,37
2862,PR,PR,185,37
3056,PR,PR,185,37
3194,PR,PR,185,37
823,PR,PR,180,37
741,PR,PR,180,37
659,PR,PR,180,37
156,PR,PR,180,37
139,PR,PR,180,37
2053,PR,PR,162,37
2684,PR,PR,162,37
2878,PR,PR,162,37
3072,PR,PR,162,37
3210,PR,PR,162,37
1571,PR,PR,148,37
1189,PR,PR,148,37
890,PR,PR,143,37
859,PR,PR,143,37
777,PR,PR,143,37
695,PR,PR,143,37
158,PR,PR,143,37
141,PR,PR,143,37
2861,PR,PR,140,37
3055,PR,PR,140,37
3193,PR,PR,140,37
889,PR,PR,140,37
858,PR,PR,140,37
776,PR,PR,140,37
694,PR,PR,140,37
898,SP,PA,2.95,49
867,SP,PA,2.95,49
785,SP,PA,2.95,49
703,SP,PA,2.95,49
844,GO,MT,848,50
762,GO,MT,848,50
680,GO,MT,848,50
2421,PE,CE,710,50
2458,SP,PR,461,50
831,MT,MT,341,50
749,MT,MT,341,50
667,MT,MT,341,50
848,MT,MT,141,50
766,MT,MT,141,50
684,MT,MT,141,50
846,MT,MT,131,50
829,MT,MT,131,50
764,MT,MT,131,50
747,MT,MT,131,50
682,MT,MT,131,50
665,MT,MT,131,50
1741,RN,MS,3.636,50
1614,RN,MS,3.636,50
1468,RN,MS,3.636,50
1421,RN,MS,3.636,50
1349,RN,MS,3.636,50
806,SP,MA,2.987,50
724,SP,MA,2.987,50
642,SP,MA,2.987,50
636,SP,MA,2.987,50
630,SP,MA,2.987,50
629,SP,MA,2.987,50
1246,PE,SP,2.643,50
855,MT,SC,2.465,50
839,MT,SC,2.465,50
773,MT,SC,2.465,50
757,MT,SC,2.465,50
691,MT,SC,2.465,50
675,MT,SC,2.465,50
853,MT,PR,2.361,50
838,MT,PR,2.361,50
771,MT,PR,2.361,50
756,MT,PR,2.361,50
689,MT,PR,2.361,50
674,MT,PR,2.361,50
1744,RN,RJ,2.318,50
1619,RN,RJ,2.318,50
1473,RN,RJ,2.318,50
1471,RN,RJ,2.318,50
1424,RN,RJ,2.318,50
1352,RN,RJ,2.318,50
856,MT,PR,2.316,50
842,MT,PR,2.316,50
774,MT,PR,2.316,50
760,MT,PR,2.316,50
692,MT,PR,2.316,50
678,MT,PR,2.316,50
841,MT,PR,2.236,50
759,MT,PR,2.236,50
677,MT,PR,2.236,50
854,MT,PR,2.2,50
837,MT,PR,2.2,50
772,MT,PR,2.2,50
755,MT,PR,2.2,50
690,MT,PR,2.2,50
673,MT,PR,2.2,50
851,MT,PR,2.18,50
836,MT,PR,2.18,50
769,MT,PR,2.18,50
754,MT,PR,2.18,50
687,MT,PR,2.18,50
672,MT,PR,2.18,50
852,MT,PR,2.026,50
835,MT,PR,2.026,50
770,MT,PR,2.026,50
753,MT,PR,2.026,50
688,MT,PR,2.026,50
671,MT,PR,2.026,50
888,MT,SP,2.003,50
857,MT,SP,2.003,50
840,MT,SP,2.003,50
775,MT,SP,2.003,50
758,MT,SP,2.003,50
693,MT,SP,2.003,50
676,MT,SP,2.003,50
845,MT,SC,1.988,50
828,MT,SC,1.988,50
826,MT,SC,1.988,50
763,MT,SC,1.988,50
746,MT,SC,1.988,50
744,MT,SC,1.988,50
681,MT,SC,1.988,50
664,MT,SC,1.988,50
662,MT,SC,1.988,50
833,MT,SC,1.985,50
751,MT,SC,1.985,50
669,MT,SC,1.985,50
843,MT,PR,1.727,50
825,MT,PR,1.727,50
761,MT,PR,1.727,50
743,MT,PR,1.727,50
679,MT,PR,1.727,50
661,MT,PR,1.727,50
850,MT,PR,1.711,50
834,MT,PR,1.711,50
768,MT,PR,1.711,50
752,MT,PR,1.711,50
686,MT,PR,1.711,50
670,MT,PR,1.711,50
849,MT,PR,1.481,50
832,MT,PR,1.481,50
767,MT,PR,1.481,50
750,MT,PR,1.481,50
685,MT,PR,1.481,50
668,MT,PR,1.481,50
827,MT,MG,1.069,50
745,MT,MG,1.069,50
663,MT,MG,1.069,50
1888,PR,PE,3.283,52
1503,SP,SP,21,53
1379,SP,SP,21,53
195,SP,PA,2.314,60
1759,RN,SE,820,100
1746,RN,SE,820,100
1621,RN,SE,820,100
1475,RN,SE,820,100
1426,RN,SE,820,100
1354,RN,SE,820,100
1760,RN,RO,4.25,100
1747,RN,RO,4.25,100
1618,RN,RO,4.25,100
1476,RN,RO,4.25,100
1427,RN,RO,4.25,100
1355,RN,RO,4.25,100
1739,RN,MS,3.535,100
1612,RN,MS,3.535,100
1466,RN,MS,3.535,100
1419,RN,MS,3.535,100
1347,RN,MS,3.535,100
1740,RN,MS,3.406,100
1613,RN,MS,3.406,100
1467,RN,MS,3.406,100
1420,RN,MS,3.406,100
1348,RN,MS,3.406,100
1735,RN,MT,3.379,100
1608,RN,MT,3.379,100
1461,RN,MT,3.379,100
1415,RN,MT,3.379,100
1342,RN,MT,3.379,100
1738,RN,MT,3.246,100
1610,RN,MT,3.246,100
1464,RN,MT,3.246,100
1417,RN,MT,3.246,100
1345,RN,MT,3.246,100
1761,RN,SP,3.138,100
1748,RN,SP,3.138,100
1620,RN,SP,3.138,100
1477,RN,SP,3.138,100
1428,RN,SP,3.138,100
1356,RN,SP,3.138,100
1611,RN,MT,3.08,100
1465,RN,MT,3.08,100
1418,RN,MT,3.08,100
1346,RN,MT,3.08,100
1730,RN,GO,2976,100
1604,RN,GO,2976,100
1456,RN,GO,2976,100
1410,RN,GO,2976,100
1339,RN,GO,2976,100
1743,RN,RJ,2569,100
1617,RN,RJ,2569,100
1470,RN,RJ,2569,100
1423,RN,RJ,2569,100
1351,RN,RJ,2569,100
1758,RN,RJ,2503,100
1745,RN,RJ,2503,100
1616,RN,RJ,2503,100
1474,RN,RJ,2503,100
1472,RN,RJ,2503,100
1425,RN,RJ,2503,100
1353,RN,RJ,2503,100
1734,RN,MG,2385,100
1606,RN,MG,2385,100
1460,RN,MG,2385,100
1414,RN,MG,2385,100
1341,RN,MG,2385,100
1732,RN,MA,1541,100
1605,RN,MA,1541,100
1458,RN,MA,1541,100
1412,RN,MA,1.541,100
332,MT,MS,1170,100
2345,MG,GO,676,24
2344,MG,MS,638,24
601,SP,SP,47,24
2003,SP,RS,1133,24.3
1983,SP,RS,1133,24.3
1843,RJ,SP,451,24.3
2205,SP,SP,658,24.8
2605,SP,RJ,387,24.8
2799,SP,RJ,387,24.8
2993,SP,RJ,387,24.8
330,GO,AC,2865,39
331,GO,RO,2264,39
628,SC,SP,855,4
324,SC,SP,782,4
1184,SP,MG,601,4
2201,MG,MG,572,4
1865,MG,MG,572,4
2600,MG,PR,505,4
2794,MG,PR,505,4
2988,MG,PR,505,4
1830,SP,MG,252,4
2424,MT,MT,214,4
592,SP,SP,144,4
1203,SP,SP,138,4
539,SP,CE,2887,4
507,SP,CE,2887,4
318,SP,CE,2887,4
303,SP,CE,2887,4
1310,BA,SP,1815,4
305,SP,DF,1171,4
2056,RS,SP,1068,4
819,SP,MS,996,4.3
737,SP,MS,996,4.3
655,SP,MS,996,4.3
908,SP,MG,661,4.5
877,SP,MG,661,4.5
795,SP,MG,661,4.5
713,SP,MG,661,4.5
179,SP,MG,661,4.5
1502,RJ,SP,389,4.5
1378,RJ,SP,389,4.5
168,RJ,SP,389,4.5
1626,SP,SP,113,4.5
1089,PA,SP,2803,4.5
1040,PA,SP,2803,4.5
2230,SP,MT,1924,4.5
1443,SP,MT,1924,4.5
1399,SP,MT,1924,4.5
1328,SP,MT,1924,4.5
550,SP,MT,1924,4.5
283,SP,MT,1924,4.5
162,SP,BA,1354,4.5
496,BA,RO,3817,4.6
2311,SP,ES,1213,4.6
2545,SP,PA,2326,4.8
